Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Lubhu,1000.0,13.0,19000000,5,3.0,East,2.5,Lalitpur
Thaiba,1454.56,13.0,19000000,4,4.0,east,2.5,Lalitpur
Swayambhu,1711.25,13.0,47500000,8,5.0,East,3.5,Kathmandu
Hattiban,1197.87,13.0,23500000,5,3.0,South,2.5,Lalitpur
Suryabinayak,3422.5,13.0,55100000,5,4.0,East,2.5,Bhaktapur
Sukedhara,2053.5,13.0,42000000,5,5.0,East,2.5,Kathmandu
Sukedhara,1369.0,13.0,35000000,6,4.0,East,2.5,Kathmandu
Sukedhara,1711.25,13.0,29800000,5,5.0,West,2.5,Kathmandu
SS college,1197.87,13.0,27499999,7,3.0,North east,3.0,Bhaktapur
Sitapaila,1197.875,13.0,30000000,2,2.0,East,2.5,Kathmandu
Sitapaila,1540.125,13.0,27000000,5,4.0,North,2.5,Kathmandu
Sitapaila,1390.39,13.0,25300000,5,5.0,East,2.5,Kathmandu
sitapaila,855.625,13.0,15500000,5,3.0,South,3.0,Kathmandu
Sita Pakha,1026.75,13.0,25000000,4,4.0,East,2.5,Lalitpur
Sukedhara,1754.03,13.0,31800000,5,5.0,south east,2.5,Kathmandu
Suryabinayak,1026.75,13.0,21500000,6,5.0,East,3.5,Bhaktapur
Hattiban,1380.0,13.0,26500000,6,5.0,East,3.0,Lalitpur
Hattigauda,1754.03,13.0,33400000,5,5.0,South east,2.5,Kathmandu
Deuba Chowk,1711.25,13.0,37500000,5,3.0,South,2.5,Kathmandu
Dadathok,919.79,13.0,10500000,3,2.0,West,3.0,Lalitpur
Chunikhel,1060.975,13.0,16000000,2,1.0,North,2.0,Kathmandu
Chundevi,1711.25,13.0,26500000,8,4.0,East,3.5,Bhaktapur
Chasidol,1390.39,13.0,23500000,6,3.0,West,3.0,Lalitpur
Deuba Chowk,2395.75,13.0,36500000,3,3.0,East,2.5,Kathmandu
Hattiban,1403.225,13.0,28700000,6,5.0,South,3.5,Lalitpur
Golfutar,2738.0,13.0,50500000,5,5.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,20000000,4,4.0,North,2.5,Lalitpur
Imadol,1026.75,13.0,19000000,4,3.0,South,2.5,Lalitpur
Imadol,1026.75,13.0,18500000,4,3.0,South,2.5,Lalitpur
Imadol,1026.75,13.0,18000000,6,3.0,North east,2.5,Kathmandu
Imadol,1069.53125,13.0,17200000,6,3.0,East,2.5,Lalitpur
Hattigauda,1711.25,13.0,34500000,5,4.0,South,2.5,Kathmandu
Gothatar,1026.75,13.0,17500000,4,3.0,East,2.5,Kathmandu
Chandol,1197.875,13.124,24500000,4,3.0,East,2.0,Kathmandu
Bhaisepati,1437.45,13.5,55000000,3,4.0,South,2.0,Lalitpur
Dhapakhel,1095.2,13.5,29000000,3,3.0,South East,2.5,Lalitpur
Dholahiti,1369.0,13.5,33000000,5,4.0,West,2.5,Lalitpur
Bhaisepati,1437.45,13.5,38500000,3,4.0,South,2.0,Lalitpur
Ganesh Chowk,1197.875,14.0,32500000,5,5.0,South West,2.5,Kathmandu
Gothatar,2395.75,14.0,56000000,7,6.0,West,3.5,Kathmandu
Dhadikot,3422.5,14.0,59500000,5,6.0,East,2.5,Bhaktapur
Gwarko,1437.45,14.0,35500000,6,5.0,South,3.5,Lalitpur
Manamaiju,1026.75,14.0,17000000,5,3.0,West,3.0,Kathmandu
Thapathali,1689.859375,14.0,40100000,5,2.0,East,2.0,Kathmandu
Kumarigal,1026.75,14.0,23000000,5,4.0,West,3.0,Kathmandu
Imadol,1095.2,14.0,27000000,5,3.0,South West,2.5,Lalitpur
"Kohinoor housing, Bafal",1369.0,14.0,42000000,4,3.0,South,2.5,Kathmandu
Hattiban,1026.75,14.0,20000000,4,2.0,South East,2.0,Lalitpur
Dadhikot,3422.5,14.0,59500000,5,6.0,East,2.5,Bhaktapur
Raniban,2053.5,14.0,33500000,7,3.0,East,3.0,Kathmandu
Satungal,1197.875,14.0,23000000,6,4.0,North East,3.5,Kathmandu
Imadol,1060.975,14.0,25000000,2,3.0,South East,2.5,Lalitpur
Nakkhu,1540.125,14.0,25500000,4,4.0,North West,2.5,Lalitpur
Sanepa,2700.0,14.0,63500000,5,5.0,North West,2.5,Lalitpur
Gairidhara,1711.25,14.0,55000000,4,5.0,East,3.0,Kathmandu
Budhanilkantha,1796.8125,14.0,27000000,6,6.0,East,3.0,Kathmandu
Baniyatar,983.96875,14.0,19000000,4,3.0,North,2.5,Kathmandu
Budhanilkantha,1369.0,14.0,35000000,4,3.0,North,3.0,Kathmandu
Pasikot,1796.8125,14.0,28000000,8,3.0,East,3.0,Kathmandu
Kalanki,2139.0625,14.0,38000000,7,4.0,East,3.0,Kathmandu
Tokha,1026.75,14.0,26000000,3,4.0,South West,2.5,Kathmandu
Baluwatar,2806.45,14.0,68000000,6,3.0,East,2.5,Kathmandu
Sitapaila,1026.75,14.0,22000000,3,4.0,East,3.0,Kathmandu
Imadol,1095.2,14.0,43000000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,1711.25,14.0,16500000,9,3.0,South,2.5,Kathmandu
Ganesh Chowk,1369.0,14.0,26000000,6,4.0,East,2.5,Kathmandu
Budhanilkantha,2139.0625,14.0,32900000,8,5.0,North east,2.5,Kathmandu
Bhaktapur,1095.2,14.0,14000000,3,2.0,West,2.0,Bhaktapur
Hattigaunda,2121.95,14.0,65000000,6,7.0,East,2.5,Kathmandu
Sitapaila,1369.0,14.0,24000000,8,5.0,West,3.0,Kathmandu
Khumaltar,1369.0,14.0,19500000,6,5.0,South,3.0,Lalitpur
Kapan,2053.5,14.0,50000000,6,4.0,East,2.5,Kathmandu
Basundhara,1711.25,14.0,39000000,5,2.0,South,3.0,Kathmandu
Sukedhara,1026.75,14.0,21000000,6,3.0,North,2.0,Kathmandu
Bhaisepati,3125.0,14.0,45000000,5,5.0,West,2.5,Lalitpur
Bhangal,1369.0,14.0,24000000,6,6.0,South East,3.0,Kathmandu
Bhangal,1454.5625,14.0,17900000,5,5.0,East,3.0,Kathmandu
Sainbu,1745.475,14.0,36500000,5,3.0,North East,2.5,Lalitpur
Golfutar,2087.725,14.0,65000000,5,4.0,South,2.5,Kathmandu
Kapan,1711.25,14.0,22000000,6,5.0,East,3.0,Kathmandu
Sanobharyang,1112.3125,14.0,22500000,5,3.0,East,3.0,Kathmandu
Sukedhara,2053.5,14.0,42000000,5,5.0,East,3.0,Kathmandu
Sitapaila,85.5625,14.0,26000000,8,5.0,West,3.0,Kathmandu
Hattigauda,1711.25,14.0,26500000,6,6.0,West,3.0,Kathmandu
Khumaltar,3422.5,14.0,60000000,6,2.0,North,2.0,Lalitpur
khahare,1796.8125,14.0,27000000,6,6.0,North West,3.0,Kathmandu
Chapali,1540.125,14.0,39900000,5,4.0,North West,3.0,Kathmandu
Budhanilkantha,1711.25,14.0,46000000,5,6.0,West,2.5,Kathmandu
Sunderbasti,1967.9375,14.0,31500000,5,4.0,East,2.0,Kathmandu
Kalanki,3508.0625,14.0,37000000,3,3.0,East,3.0,Kathmandu
Tokha,1711.25,14.0,30000000,6,5.0,North,3.0,Kathmandu
Jorpati,1026.75,14.0,22500000,4,3.0,North West,3.0,Kathmandu
Dallu,2481.3125,14.0,55000000,7,3.0,South,3.0,Kathmandu
Tinkune,3422.5,14.0,60000000,6,3.0,East,2.0,Kathmandu
Hattiban,1711.25,14.0,46000000,5,4.0,East,2.0,Lalitpur
Banasthali,3508.0625,14.0,50000000,7,4.0,East,3.0,Kathmandu
Rudreshwor,2464.2,14.0,42000000,5,5.0,South,2.5,Kathmandu
Gwarko,1796.8125,14.0,35500000,6,5.0,South,3.0,Lalitpur
Bhaisepati,1369.0,14.0,30000000,4,4.0,East,2.5,Lalitpur
Rudreshwor,2156.175,14.0,68000000,5,4.0,East,2.5,Kathmandu
Thapathali,2395.75,14.0,60000000,5,4.0,East,2.0,Kathmandu
Chhauni,1437.45,14.0,31000000,4,3.0,South East,2.5,Kathmandu
Sanobharyang,1112.3125,14.0,23000000,5,3.0,East,3.0,Kathmandu
Bhaisepati,1369.0,14.0,46500000,4,4.0,South East,2.5,Lalitpur
Chandragiri,1454.5625,14.0,29500000,7,4.0,West,2.0,Kathmandu
Wasik,1779.7,14.0,37500000,5,4.0,South,3.0,Kathmandu
Balaju,2053.5,14.0,25000000,3,3.0,South,3.0,Kathmandu
Naikap,1369.0,14.0,22500000,5,4.0,North East,2.0,Kathmandu
Narephate,1369.0,14.0,31500000,5,4.0,West,3.0,Kathmandu
Imadol,1026.75,14.0,12900000,2,2.0,South,2.0,Lalitpur
Budhanilkantha,1796.8125,14.0,50000000,4,5.0,East,3.0,Kathmandu
Sanobharyang,1796.8125,14.0,22000000,8,2.0,East,2.0,Kathmandu
Syuchatar,406.421875,14.0,22000000,4,2.0,North East,2.0,Kathmandu
Budhanilkantha,1540.125,14.0,32500000,5,4.0,West,3.0,Kathmandu
Bafal,2395.75,14.0,47500000,6,3.0,West,2.5,Kathmandu
Balaju,3422.5,14.0,48500000,4,4.0,East,3.0,Kathmandu
Hattiban,1026.75,14.0,20000000,3,2.0,South East,2.0,Lalitpur
Budhanilkantha,3422.5,14.0,70000000,5,5.0,North,3.0,Kathmandu
Budhanilkantha,2053.5,14.0,36000000,5,7.0,East,3.0,Kathmandu
Deuwa chowk,1403.225,14.0,32500000,5,5.0,South West,2.5,Kathmandu
Jawalakhel,1069.53125,14.0,39800000,6,5.0,South East,3.0,Lalitpur
Dhapasi,1095.2,14.0,29000000,4,3.0,North,2.5,Kathmandu
Bhangal,1711.25,14.0,35000000,3,3.0,East,2.5,Kathmandu
Khumaltar,1437.45,14.0,39000000,4,4.0,South,2.5,Lalitpur
Raniban,1437.45,14.0,31000000,6,5.0,South West,3.5,Kathmandu
Budhanilkantha,1026.75,14.0,22500000,5,5.0,South East,3.0,Kathmandu
Pasikot,1026.75,14.0,16800000,5,5.0,North East,3.0,Kathmandu
Baluwatar,2053.5,14.0,61000000,5,6.0,North,3.0,Kathmandu
Budhanilkantha,1711.25,14.0,36000000,6,5.0,South West,2.5,Kathmandu
Sanobharyang,1112.3125,14.0,22500000,6,5.0,East,3.0,Kathmandu
Budhanilkantha,2053.5,14.0,39000000,6,6.0,South West,2.5,Kathmandu
Jhulpakha,1882.375,14.0,26000000,6,3.0,North East,2.5,Lalitpur
Samakhusi,2395.75,14.0,55000000,5,6.0,South,3.0,Kathmandu
Swayambhu,2395.75,14.0,39000000,5,5.0,East,3.0,Kathmandu
Imadol,1090.92,14.0,19000000,4,3.0,East,2.5,Lalitpur
Budhanilkantha,2053.5,14.0,58000000,5,5.0,South,2.5,Kathmandu
Chabahil,1796.8125,14.0,49500000,5,5.0,East,3.0,Kathmandu
Basundhara,1112.3125,14.0,22500000,5,5.0,East,3.0,Kathmandu
Imadol,1582.9,14.0,23000000,6,3.0,North,2.5,Lalitpur
Imadol,1048.14,14.0,17500000,5,3.0,South,2.5,Lalitpur
Gairigaun,1283.43,14.0,24500000,6,4.0,South West,2.5,Kathmandu
Budhanilkantha,1540.12,14.0,37500000,5,4.0,South West,2.5,Kathmandu
Town planning,1711.25,14.0,45000000,7,6.0,East,3.5,Kathmandu
Kapan,1369.0,14.0,26000000,6,5.0,East,3.0,Kathmandu
Hattigaunda,2053.5,14.0,37500000,7,5.0,North East,2.5,Kathmandu
Budhanilkantha,1796.8125,14.0,31000000,5,5.0,South West,3.0,Kathmandu
Pasikot,1745.475,14.0,38000000,5,3.0,South,2.5,Kathmandu
Gothatar,1026.75,14.0,18500000,3,3.0,East,2.5,Kathmandu
Basundhara,2395.75,14.0,39900000,5,6.0,East,3.0,Kathmandu
Manamaiju,1283.4375,14.0,25500000,7,4.0,East,3.5,Kathmandu
Sitapaila,1369.0,14.0,21000000,6,5.0,East,2.5,Kathmandu
Bafal,1095.2,14.0,37000000,4,3.0,North East,2.5,Kathmandu
Tokha,1369.0,14.0,33500000,6,6.0,South East,3.0,Kathmandu
Budhanilkantha,1540.125,14.0,31000000,4,4.0,East,2.0,Kathmandu
Kapan,1369.0,14.0,26000000,4,3.0,North East,2.0,Kathmandu
Maharajgunj,2738.0,14.0,55000000,4,3.0,South East,2.0,Kathmandu
Jyotinagar,1369.0,14.0,35000000,7,4.0,South East,2.5,Kathmandu
Kapan,1796.8125,14.0,28000000,4,3.0,South East,2.0,Kathmandu
Changunarayan,1026.75,14.0,16000000,2,3.0,East,3.0,Bhaktapur
Chapagaun,1711.25,14.0,30000000,5,3.0,South west,2.5,Lalitpur
Budhanilkantha,1369.0,14.0,24000000,4,3.0,East,2.0,Kathmandu
Samakhusi,2395.75,14.0,55000000,5,4.0,South East,2.0,Kathmandu
Maharajgunj,2844.95,14.0,65000000,8,5.0,East,2.5,Kathmandu
Budhanilkantha,1882.375,14.0,53000000,5,3.0,North,3.0,Kathmandu
Baniyatar,1411.78,14.0,23500000,5,4.0,South,2.5,Kathmandu
Pasikot,1754.03,14.0,32500000,6,5.0,East,2.5,Kathmandu
Basundhara,1369.0,14.0,25500000,7,4.0,East,3.0,Kathmandu
Bhaisipati,1796.81,14.0,33500000,5,4.0,North East,2.5,Lalitpur
Sukedhara,1369.0,14.0,39000000,6,4.0,South,2.5,Kathmandu
Budhanilkantha,2395.75,14.0,70000000,5,6.0,South East,2.5,Kathmandu
Maharajgunj,1369.0,14.0,24000000,4,2.0,East,2.0,Kathmandu
Basundhara,1967.9375,14.0,49000000,6,6.0,South,3.0,Kathmandu
Hattigauda,2139.0625,14.0,33500000,5,5.0,North West,3.0,Kathmandu
Imadol,1369.0,14.0,42500000,3,3.0,South,2.5,Lalitpur
Height,1754.03,14.0,37500000,6,1.0,North east,2.0,Kathmandu
Golfutar,1475.95,14.0,28500000,5,4.0,City,2.5,Kathmandu
Syuchatar,1095.2,14.0,22000000,4,2.0,North,2.0,Kathmandu
Dhungedhara,1026.75,14.0,24000000,5,5.0,East,3.0,Kathmandu
Budhanilkantha,1711.25,14.0,29000000,5,5.0,South,3.0,Kathmandu
Pasikot,1745.475,14.0,38000000,5,3.0,South West,2.5,Kathmandu
Pasikot,1754.03,14.0,34000000,5,5.0,East,2.5,Kathmandu
Bhangal,1369.0,14.0,27500000,6,6.0,East,3.0,Kathmandu
Nakkhu,1369.0,14.5,32500000,7,4.0,South West,3.0,Lalitpur
Sanagaun,1403.225,14.5,30500000,5,5.0,North East,3.0,Lalitpur
Budhanilkantha,2053.5,14.5,39000000,6,6.0,South West,3.0,Kathmandu
Radhe Radhe,2738.0,14.5,62500000,6,3.0,South East,2.5,Bhaktapur
Birendra Chowk,1026.75,14.5,24000000,7,3.0,North West,3.0,Kathmandu
Banasthali,787.175,15.0,35000000,6,4.0,South West,3.5,Kathmandu
Bhaisepati,1900.0,15.0,19000000,4,5.0,East,3.0,Lalitpur
Khusibu,1060.975,15.0,34000000,5,3.0,East,2.5,Kathmandu
Budhanilkantha,1711.25,15.0,30500000,4,4.0,North East,3.0,Kathmandu
Hattigauda,1369.0,15.0,28500000,5,5.0,North,3.0,Kathmandu
Sainbu,1095.2,15.0,35000000,4,5.0,South East,3.0,Lalitpur
Budhanilkantha,1369.0,15.0,29800000,5,5.0,East,3.0,Kathmandu
Budhanilkantha,2053.5,15.0,61000000,6,5.0,North East,2.5,Kathmandu
Wasik,3080.25,15.0,70000000,3,4.0,North,2.5,Kathmandu
Golfutar,1369.0,15.0,29000000,5,3.0,South West,2.5,Kathmandu
Dhapasi,2087.725,15.0,47500000,3,4.0,South East,2.5,Kathmandu
Thulo Bharyang,2395.75,15.0,39000000,5,5.0,East,3.0,Kathmandu
Handigaun,2464.2,15.0,52500000,7,5.0,South,2.5,Kathmandu
Kusunti,1369.0,15.0,27000000,5,3.0,South,2.5,Lalitpur
Shantinagar,1711.25,15.0,33000000,5,3.0,West,2.5,Kathmandu
Nakkhu,1403.225,15.0,33000000,4,4.0,South West,2.5,Lalitpur
Baluwatar,2053.5,15.0,42500000,6,6.0,South East,3.0,Kathmandu
Budhanilkantha,2121.95,15.0,62500000,6,6.0,North East,2.5,Kathmandu
Mandikatar,1369.0,15.0,27500000,6,3.0,East,2.0,Kathmandu
Maharajgunj,2481.3125,15.0,62500000,5,6.0,East,2.0,Kathmandu
Nakhipot,1095.2,15.0,27000000,4,4.0,South,2.5,Lalitpur
Budhanilkantha,1026.75,15.0,32000000,6,5.0,North West,2.5,Kathmandu
Gyaneshwor,2224.625,15.0,56000000,6,5.0,South,3.0,Kathmandu
Hattigaunda,2053.5,15.0,57500000,6,5.0,South East,2.5,Kathmandu
Hattiban,1129.425,15.0,46000000,4,5.0,South,2.5,Lalitpur
Tokha,1471.675,15.0,28000000,5,5.0,South,2.5,Kathmandu
Pasikot,1197.87,15.0,22500000,6,5.0,South east,3.0,Kathmandu
Samakhusi,1129.425,15.0,30500000,5,4.0,West,3.0,Kathmandu
Nagdhunga,1197.875,15.0,9500000,4,2.0,West,2.0,Kathmandu
Ganesh Chowk,2087.725,15.0,62000000,6,5.0,South,2.5,Kathmandu
Bhaisepati,1745.475,15.0,38000000,4,4.0,South East,2.5,Lalitpur
Hattiban,3490.95,15.0,75000000,4,6.0,South East,2.5,Lalitpur
Sano thimi,1369.0,15.0,49000000,6,5.0,East,2.5,Bhaktapur
Tokha,2823.5625,15.0,53000000,6,4.0,West,3.0,Kathmandu
Baneshwor,1369.0,15.0,38700000,6,5.0,East,3.0,Kathmandu
Hattiban,2087.725,15.0,26000000,8,3.0,South,2.5,Lalitpur
Kusunti,1779.7,15.0,42500000,4,4.0,South West,2.5,Lalitpur
Golfutar,2053.5,15.0,45000000,6,6.0,East,3.0,Kathmandu
Sipadol,2053.5,15.0,48000000,7,5.0,West,3.5,Bhaktapur
Baniyatar,1454.5625,15.0,24000000,6,6.0,North East,3.0,Kathmandu
Basundhara,3422.5,15.0,60000000,7,7.0,South,3.0,Kathmandu
Sitapaila,1048.14,15.0,17000000,4,2.0,east,2.5,Kathmandu
Budhanilkantha,2738.0,15.0,37000000,5,5.0,South East,3.0,Kathmandu
Golfutar,2053.5,15.0,45000000,6,7.0,East,3.0,Kathmandu
Deuwa chowk,2053.5,15.0,47000000,4,5.0,South,2.5,Kathmandu
Sukedhara,1454.5625,15.0,30000000,6,5.0,East,3.0,Kathmandu
Tahachal,1882.375,15.0,55000000,7,8.0,North,2.0,Kathmandu
Bhainsepati,1796.8125,15.0,50000000,5,6.0,North East,2.5,Lalitpur
Budhanilkantha,1369.0,15.0,36000000,4,5.0,West,2.5,Kathmandu
Suryadarshan Height,1471.675,15.0,30000000,6,3.0,West,3.5,Kathmandu
Nakhipot,1060.975,15.0,23500000,4,4.0,North West,2.5,Lalitpur
Basundhara,1796.8125,15.0,36000000,4,6.0,South East,3.5,Kathmandu
Golfutar,3080.25,15.0,47500000,4,5.0,East,3.0,Kathmandu
Grande Villa,2481.3125,15.0,39000000,6,6.0,South,3.0,Kathmandu
Pasikot,2738.0,15.0,45000000,4,3.0,North East,2.5,Kathmandu
Gyaneshwor,2053.5,15.0,56000000,4,4.0,South,2.5,Kathmandu
Budhanilkantha,1711.25,15.0,45000000,5,6.0,North West,2.5,Kathmandu
Budhanilkantha,1711.25,15.0,40000000,6,6.0,South East,2.5,Kathmandu
Nakkhu,1540.125,15.0,29000000,4,5.0,South,2.5,Lalitpur
Sukedhara,2395.75,15.0,45000000,4,3.0,East,2.5,Kathmandu
Maharajgunj,2738.0,15.0,56000000,5,5.0,South,3.0,Kathmandu
Basundhara,1711.25,15.0,35000000,6,7.0,East,3.0,Kathmandu
Kusunti,1060.975,15.0,23500000,4,4.0,North West,2.5,Lalitpur
Sukedhara,1604.29,15.0,26000000,6,4.0,East,2.0,Kathmandu
Battisputali,1540.125,15.0,43000000,6,6.0,South,3.0,Kathmandu
Sunakothi,2053.5,15.0,42500000,3,3.0,East,2.5,Lalitpur
Kapan,1471.675,15.0,30000000,1,1.0,South East,2.5,Kathmandu
Hepali Height,1779.7,15.0,55000000,5,5.0,North East,2.5,Kathmandu
Ganesh Chowk,1437.45,15.0,32000000,5,5.0,South West,2.5,Kathmandu
Mandikatar,1112.3125,15.0,20000000,4,4.0,East,3.0,Kathmandu
Budhanilkantha,2395.75,15.0,45000000,4,5.0,South East,3.0,Kathmandu
Samakhusi,1369.0,15.0,32000000,6,6.0,East,3.0,Kathmandu
Mahalaxmi Nagarpalika,1882.375,15.0,37500000,5,4.0,West,3.0,Lalitpur
Basundhara,1112.3125,15.0,23000000,4,3.0,South,2.0,Kathmandu
Naikap,2374.359375,15.0,29500000,5,2.0,South,3.0,Kathmandu
Tikathali,1561.515625,15.0,19500000,5,4.0,South East,2.0,Lalitpur
Budhanilkantha,1369.0,15.0,22000000,6,4.0,East,3.0,Kathmandu
Saibu,1369.0,15.0,30000000,4,2.5,North,3.0,Lalitpur
Golfutar,1711.25,15.0,44500000,5,5.0,West,2.5,Kathmandu
Nakhipot,2806.45,15.0,60000000,6,6.0,South East,3.0,Lalitpur
Basundhara,2738.0,15.0,45000000,6,6.0,South West,3.0,Kathmandu
Tokha,1283.4375,15.0,23500000,7,6.0,East,3.0,Kathmandu
Tushal,1711.25,15.0,29500000,5,4.0,East,2.5,Kathmandu
Near golfutar,1026.75,15.0,19700000,4,4.0,North East,3.5,Kathmandu
Gokarna,1369.0,15.0,13500000,4,2.0,East,2.0,Kathmandu
Basundhara,1882.375,15.0,32500000,6,3.0,South,2.5,Kathmandu
Budhanilkantha,1745.475,15.0,50000000,4,5.0,East,2.5,Kathmandu
Bhangal,1369.0,15.0,24000000,6,6.0,North West,3.0,Kathmandu
Bagdol,1711.25,15.0,29000000,4,4.0,South,2.5,Lalitpur
Kausaltar,2566.875,15.0,30000000,5,4.0,East,3.0,Bhaktapur
Gwarko,1369.0,15.0,19500000,5,3.0,West,2.0,Lalitpur
Mulpani,1026.75,15.0,24500000,5,3.0,East,2.5,Kathmandu
Budhanilkantha,2823.5625,15.0,44500000,6,5.0,South East,3.0,Kathmandu
Sitapaila,787.175,15.0,22000000,7,3.0,North West,3.5,Kathmandu
Budhanilkantha,3422.5,15.0,62000000,4,6.0,East,3.0,Kathmandu
Bhangal,2395.75,15.0,34500000,5,5.0,South West,3.0,Kathmandu
Maharajgunj,2481.3125,15.0,65000000,5,6.0,East,3.0,Kathmandu
Samakhusi,1369.0,15.0,44000000,5,6.0,East,3.0,Kathmandu
Sano Bharyang,1026.75,15.0,23500000,5,3.0,East,3.0,Kathmandu
Budhanilkantha,1090.921875,15.0,22500000,4,3.0,East,3.0,Kathmandu
Budhanilkantha,1369.0,15.0,32500000,5,4.0,East,3.0,Kathmandu
Rudreshwor,2053.5,15.0,57500000,5,5.0,South,2.5,Kathmandu
Nagarjun,3165.8125,15.0,17500000,5,4.0,North,3.0,Kathmandu
Baluwatar,770.0625,15.0,23000000,4,2.0,East,3.0,Kathmandu
Basundhara,1711.25,15.0,36500000,4,3.0,East,2.0,Kathmandu
Budhanilkantha,1026.75,15.0,19000000,4,3.0,East,2.0,Kathmandu
Baluwatar,1882.375,15.0,39500000,3,3.0,East,2.0,Kathmandu
Hattigaunda,2121.95,15.0,36500000,5,5.0,East,2.5,Kathmandu
Banasthali,1026.75,15.0,22500000,4,3.0,East,2.0,Kathmandu
Hattigauda,1711.25,15.0,37500000,4,3.0,South East,2.0,Kathmandu
Hattigauda,2139.0625,15.0,35500000,4,4.0,East,2.0,Kathmandu
Bhaisepati,1129.425,15.0,31000000,5,4.0,South West,2.5,Lalitpur
Hattigaunda,1711.25,15.0,45000000,6,5.0,North East,2.5,Kathmandu
Pasikot,2738.0,15.0,42500000,4,5.0,North east,2.5,Kathmandu
Kusunti,1026.75,15.0,26500000,4,3.0,East,2.5,Lalitpur
Chapali,1403.225,15.0,33500000,5,5.0,South West,2.5,Kathmandu
Golfutar,2395.75,15.0,35000000,4,4.0,East,2.0,Kathmandu
Bhaisepati,1711.25,15.0,39900000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,2139.0625,15.0,32500000,4,4.0,East,2.0,Kathmandu
Dhapasi,2139.0625,15.0,26000000,4,3.0,West,3.0,Kathmandu
Bafal,1129.425,15.0,31000000,5,3.0,North East,2.5,Kathmandu
Koteshwor,1369.0,15.0,30000000,6,3.0,North,3.0,Kathmandu
Budhanilkantha,2053.5,15.0,36000000,5,4.0,North East,2.0,Kathmandu
Samakhusi,1711.25,15.0,35000000,6,3.0,East,2.0,Kathmandu
Dhapasi,1711.25,15.0,35000000,4,4.0,East,2.0,Kathmandu
Samakhusi,1369.0,15.12944333,30000000,6,6.0,East,2.5,Kathmandu
Golfutar,1779.7,15.12944333,43000000,5,5.0,East,2.5,Kathmandu
Kalanki,1711.25,15.12944333,27500000,7,4.0,West,3.5,Kathmandu
Lalitpur,1369.0,16.0,34000000,5,3.0,South West,3.0,Lalitpur
Chandragiri,1026.75,16.0,17000000,6,3.0,East,3.0,Kathmandu
Balambu,1026.75,16.0,17000000,6,3.0,East,3.0,Kathmandu
Bhaisepati,3422.5,16.0,50000000,5,3.0,East,2.5,Lalitpur
Nagarjun,1060.975,16.0,25000000,4,3.0,North East,2.5,Kathmandu
Lubhu,2053.5,16.0,55000000,7,5.0,North east,3.5,Lalitpur
Bhaisepati,1711.25,16.0,45000000,4,4.0,South,2.0,Lalitpur
Chappal karkhana,1026.75,16.0,35000000,4,4.0,South,3.5,Kathmandu
Sanepa,3148.7,16.0,77500000,4,4.0,East,2.5,Lalitpur
Bhaisepati,2909.125,16.0,39077000,4,4.0,South,3.0,Lalitpur
Kathmandu,727.28,16.0,17000000,4,2.0,West,2.5,Kathmandu
Thankot,1369.0,16.0,17500000,5,2.0,South,3.0,Kathmandu
Chandol,1369.0,16.0,33500000,4,5.0,East,3.0,Kathmandu
Ochu Height,1129.425,16.0,33000000,6,4.0,South,2.5,Lalitpur
Bhaisepati,1095.2,16.0,35000000,3,3.0,North,2.0,Lalitpur
Budhanilkantha,2566.875,16.0,63000000,6,5.0,East,3.5,Kathmandu
Golfutar,1369.0,16.0,29500000,4,3.0,South,2.5,Kathmandu
Bafal,1369.0,16.0,31000000,6,3.0,South West,2.5,Kathmandu
Imadol,1112.31,16.0,22000000,4,4.0,North east,2.5,Lalitpur
Imadol,1197.875,16.0,22500000,6,3.0,West,2.5,Lalitpur
Nakkhu,1026.75,16.0,23000000,4,3.0,South,2.5,Lalitpur
Narayanthan,1129.425,16.0,42500000,5,5.0,South,2.5,Kathmandu
Nagarjun,1197.875,16.0,30000000,4,3.0,East,2.5,Kathmandu
Budhanilkantha,1197.875,16.0,23000000,4,3.0,East,3.0,Kathmandu
Bhaisepati,1471.675,16.0,28000000,4,4.0,East,2.5,Lalitpur
Imadol,1026.75,16.0,24000000,5,4.0,North,2.5,Lalitpur
Khumaltar,1437.45,16.0,39000000,4,4.0,East,2.5,Lalitpur
Imadol,1047.285,16.0,24000000,4,4.0,West,2.5,Lalitpur
Samakhusi,855.625,16.0,20500000,5,4.0,South,3.0,Kathmandu
Imadol,1200.0,16.0,19500000,5,3.0,West,2.5,Lalitpur
Sitapaila,1437.45,16.0,29500000,4,3.0,South,2.5,Kathmandu
Nakkhu,1369.0,16.0,26500000,4,4.0,East,2.0,Lalitpur
Bansbari,2738.0,16.0,45000000,6,5.0,West,2.5,Kathmandu
Dadhikot Height,3422.5,16.0,63000000,5,5.0,South,2.5,Bhaktapur
Syuchatar,1454.5625,16.0,21000000,5,4.0,West,2.0,Kathmandu
Balkhu,1026.75,16.0,22300000,3,3.0,North,2.5,Kathmandu
Bhaisepati,1060.975,16.0,38500000,4,4.0,East,2.5,Lalitpur
Budhanilkantha,1283.4375,16.0,42500000,5,5.0,South East,2.0,Kathmandu
Imadol,1163.65,16.0,39900000,6,3.0,North West,2.5,Lalitpur
